RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022
395143,79,"Syracuse, NY",Msa,NY,130524,131693,135114,140788,143895,145321,146490,147659,147687,146518,145349,145036,145036,146461,149598,155300,161002,166227,167652,166113,163482,160631,159320,158179,158750,161601,165849,173575,180703,187831,190967,190996,191024,191874,190817,188333,183300,184633,189300,196000,206300,212967,212966,201333,189966,184100,180767,177467,173000
394484,80,"Colorado Springs, CO",Msa,CO,475269,473471,468976,465275,463441,450820,434999,418460,409506,405911,404508,404508,411134,420087,434470,442226,451215,456609,467360,469158,469122,463729,465526,464124,462362,459305,465382,474011,482498,485051,489006,489006,484511,473976,466785,464052,,,,,,,,,,,,,
395235,81,"Winston-Salem, NC",Msa,NC,209900,211600,213300,216633,218267,221600,231100,241133,249433,249600,246565,244598,244598,249267,256233,264933,275600,282267,285267,282967,281333,280197,279163,277463,275597,279910,284910,287213,290267,295524,304557,306224,303300,296100,288100,280767,278243,278210,281307,283697,287063,292133,296417,299383,302883,308567,315067,318430,320290
395224,82,"Wichita, KS",Msa,KS,176600,182767,191100,201100,206567,208233,206233,202900,200600,198183,193883,190383,189833,194133,202267,210600,218982,223898,223565,220217,216333,215000,213300,208267,203100,201467,209667,219767,234600,248767,261467,264867,,,,230797,229367,236833,246567,252867,247867,237900,229400,223867,222200,225983,233217,241550,248333
395115,83,"Springfield, MA",Msa,MA,240884,240911,245607,254935,263956,268589,268589,264205,257706,251487,246854,241568,238459,236904,242470,251829,265511,274839,278228,277917,276083,273937,267532,262370,259541,263148,272662,284820,297537,308389,317997,324216,323283,321119,317288,310100,301800,301833,316633,339633,351267,352967,344933,338267,331600,321600,311633,304933,309933
394440,84,"Fort Myers, FL",Msa,FL,248437,248464,248464,249017,248990,248962,248382,248134,247885,247885,247885,246781,245953,245953,247057,247637,247637,247637,247361,246257,245125,245517,246870,250486,253407,258928,263594,264698,264726,265858,269999,271931,270827,270827,271075,271075,,,,,,,,,,,,,
394399,85,"Boise City, ID",Msa,ID,326267,342933,348263,354630,356630,361633,360267,354963,351627,348327,344997,341633,341297,345960,355660,369297,381300,388267,388300,384933,380511,374678,371044,368800,372627,379293,388152,393489,397122,403263,413260,421593,426593,431330,443027,452551,460574,468644,482487,504366,527089,548930,557875,556754,549880,547965,549630,559963,583267
395160,86,"Toledo, OH",Msa,OH,126933,125933,130383,137050,144717,148267,149900,147767,145467,143133,141933,140900,139900,141267,149133,160833,174500,182300,183933,180233,172933,167933,163267,161567,159867,159867,161533,166567,178267,189933,199933,208233,208266,206633,196149,191150,188233,193717,200033,203683,205050,203733,202967,194967,185800,175500,168833,164633,159933
394816,87,"Madison, WI",Msa,WI,293233,300233,309567,316233,318933,319600,319600,316567,311567,304933,301600,301633,306600,316600,328233,334900,337933,337633,336000,332967,328300,326600,324933,324900,326567,332933,341267,347933,351567,354600,354600,351300,343300,341633,342267,350567,357967,365667,369000,369933,373233,374933,376633,373300,370133,368467,371800,379933,391367
394766,88,"Lakeland, FL",Msa,FL,229336,229735,231349,234780,236497,236978,236982,236947,235539,233787,231727,231383,231383,231758,231792,233200,236295,239042,240584,240069,239322,238124,237231,236944,236944,238695,240656,241686,241589,241658,244058,246804,249930,251874,253526,255741,258005,260561,265364,274697,286797,298600,305967,310267,313950,318950,324283,328933,332933
394931,89,"Ogden, UT",Msa,UT,343465,352148,366097,377640,384580,387788,388451,385731,380744,374816,372375,373421,379384,387754,396855,405574,409061,405922,400308,395426,389148,379035,371851,371150,380392,391551,400273,401494,406062,416524,432217,439331,442783,443941,449842,456330,,,,,,,,,,,,,
394528,90,"Daytona Beach, FL",Msa,FL,269600,270600,272267,275600,280483,285183,288483,287600,284567,280600,277267,275467,274767,274800,276633,280841,285674,288451,287577,284377,280767,277940,276973,277473,278333,281000,283867,284167,282500,281600,284705,287705,289405,290967,292967,294600,296133,299467,304500,313444,321744,331711,336600,341633,344967,351058,354392,354425,354667
394531,91,"Des Moines, IA",Msa,IA,272650,276861,282993,287835,290078,290368,290368,287980,284752,281525,279911,278298,276716,277200,279653,282848,284202,284267,281840,277549,271836,264614,258349,253508,253508,257546,262555,266428,268864,272537,275119,274909,272311,270327,269652,269823,271160,274500,280330,288480,298780,307117,314300,316000,315667,313983,315617,319917,325731
395006,100,"Provo, UT",Msa,UT,384489,392143,402638,407766,403981,397064,393485,392666,390945,387642,381922,378515,378205,382170,389722,394849,397216,396548,398303,400540,401882,399783,396621,395278,396999,403637,413634,418299,423460,428915,443900,458850,471789,476262,481960,486603,495657,498859,497300,502300,512617,531950,540283,546633,544967,544967,544967,556663,578330
394549,104,"Durham, NC",Msa,NC,361162,365680,374420,383516,387352,384593,379742,371388,366567,363837,363534,363231,362928,368386,377785,387184,392339,391732,388700,381424,372934,364111,359563,359533,366082,376694,390368,395583,397675,399191,407980,417985,423746,427609,428071,427219,426280,429344,440663,468053,488720,502787,491733,484972,478422,481476,483203,481353,480243
394602,159,"Fort Collins, CO",Msa,CO,443182,446150,448238,449747,453113,457132,455685,452552,445200,441867,438590,436924,435257,436333,439075,441558,445192,447417,446567,441567,436600,434967,435667,435667,439587,445921,457171,463217,466883,469950,474650,477317,473000,466667,463000,463000,,,,,,,,,,,,,
